image,expected,detected,prediction,confidence,inference_time,correct
com lixo (4).JPG,com lixo,True,com lixo,0.8928617238998413,1.736315399999512,True
com lixo (40).JPG,com lixo,True,com lixo,0.8454680442810059,1.2342119999993884,True
com lixo (41).JPG,com lixo,True,com lixo,0.8415394425392151,1.5212480000009236,True
com lixo (42).JPG,com lixo,True,com lixo,0.8735431432723999,1.2751889000010124,True
com lixo (43).JPG,com lixo,True,com lixo,0.8582918643951416,1.1879141999997955,True
com lixo (44).JPG,com lixo,True,com lixo,0.8621912598609924,1.6015441000017745,True
com lixo (45).JPG,com lixo,True,com lixo,0.8435451984405518,1.3899493999997503,True
com lixo (46).JPG,com lixo,True,com lixo,0.8695552349090576,1.317179900001065,True
com lixo (47).JPG,com lixo,True,com lixo,0.8558275699615479,1.307725999999093,True
com lixo (48).JPG,com lixo,True,com lixo,0.8925591111183167,1.278912499999933,True
com lixo (49).JPG,com lixo,True,com lixo,0.8751594424247742,1.2685638000002655,True
com lixo (5).JPG,com lixo,True,com lixo,0.7223985195159912,1.2871919999997772,True
com lixo (6).JPG,com lixo,True,com lixo,0.8170679807662964,1.322838199999751,True
com lixo (7).JPG,com lixo,False,sem lixo,0.0,1.2733664000006684,False
com lixo (8).JPG,com lixo,False,sem lixo,0.0,1.3416955000011512,False
com lixo (9).JPG,com lixo,True,com lixo,0.6408534049987793,1.3788803999996162,True
sem lixo (1).JPG,sem lixo,False,sem lixo,0.0,1.3057098999997834,True
sem lixo (10).JPG,sem lixo,False,sem lixo,0.0,1.3015307999994548,True
sem lixo (11).JPG,sem lixo,False,sem lixo,0.0,1.3753496000008454,True
sem lixo (12).JPG,sem lixo,False,sem lixo,0.0,1.2715340000013384,True
sem lixo (13).JPG,sem lixo,False,sem lixo,0.0,1.253024400000868,True
sem lixo (14).JPG,sem lixo,False,sem lixo,0.0,1.2736722999998165,True
sem lixo (15).JPG,sem lixo,False,sem lixo,0.0,1.2801264999998239,True
sem lixo (16).JPG,sem lixo,False,sem lixo,0.0,1.2901567999997496,True
sem lixo (17).JPG,sem lixo,False,sem lixo,0.0,1.2753523999999743,True
sem lixo (18).JPG,sem lixo,False,sem lixo,0.0,1.2644056999997701,True
sem lixo (19).JPG,sem lixo,True,com lixo,0.71681809425354,1.3217794000011054,False
sem lixo (2).JPG,sem lixo,False,sem lixo,0.0,1.2690323000006174,True
sem lixo (20).JPG,sem lixo,False,sem lixo,0.0,1.3323490000002494,True
sem lixo (21).JPG,sem lixo,False,sem lixo,0.0,1.3083535999994638,True
sem lixo (22).JPG,sem lixo,True,com lixo,0.9111751914024353,1.3237515999990137,False
sem lixo (23).JPG,sem lixo,False,sem lixo,0.0,1.2810484000001452,True
sem lixo (24).JPG,sem lixo,False,sem lixo,0.0,1.2667258999990736,True
sem lixo (25).JPG,sem lixo,False,sem lixo,0.0,1.272431700001107,True
sem lixo (26).JPG,sem lixo,False,sem lixo,0.0,1.4414609000014025,True
sem lixo (27).JPG,sem lixo,False,sem lixo,0.0,1.2862691999998788,True
sem lixo (28).JPG,sem lixo,False,sem lixo,0.0,1.2829980999995314,True
sem lixo (29).JPG,sem lixo,False,sem lixo,0.0,1.293945100000201,True
sem lixo (3).JPG,sem lixo,False,sem lixo,0.0,1.3036871000003885,True
sem lixo (30).JPG,sem lixo,False,sem lixo,0.0,1.2794553999992786,True
sem lixo (31).JPG,sem lixo,False,sem lixo,0.0,1.3003712000008818,True
sem lixo (4).JPG,sem lixo,False,sem lixo,0.0,1.3722797999998875,True
sem lixo (5).JPG,sem lixo,False,sem lixo,0.0,1.3024489999988873,True
sem lixo (6).JPG,sem lixo,False,sem lixo,0.0,1.3345602000008512,True
sem lixo (7).JPG,sem lixo,False,sem lixo,0.0,1.299637399999483,True
sem lixo (8).JPG,sem lixo,False,sem lixo,0.0,1.3172923000001902,True
sem lixo (9).JPG,sem lixo,False,sem lixo,0.0,1.2896294000001944,True
