imagem,esperado,predito,correto,tempo,input_tokens,output_tokens,total_tokens,preco_input,preco_output,preco_total
com lixo (29).JPG,True,False,False,4.323905899997044,3486,313,3799,0.0001743,0.0001252,0.0002995
com lixo (3).JPG,True,False,False,6.952546699998493,3486,566,4052,0.0001743,0.00022640000000000003,0.00040070000000000004
com lixo (30).JPG,True,True,True,3.0381209000006493,3486,142,3628,0.0001743,5.6800000000000005e-05,0.0002311
com lixo (31).JPG,True,True,True,3.10519209999984,3486,180,3666,0.0001743,7.2e-05,0.0002463
com lixo (32).JPG,True,True,True,3.688922100001946,3486,166,3652,0.0001743,6.64e-05,0.0002407
com lixo (33).JPG,True,True,True,3.4273463999998057,3486,191,3677,0.0001743,7.64e-05,0.0002507
com lixo (34).JPG,True,True,True,3.02523310000106,3486,163,3649,0.0001743,6.52e-05,0.00023950000000000002
com lixo (35).JPG,True,True,True,14.951561300000321,3486,185,3671,0.0001743,7.400000000000001e-05,0.0002483
com lixo (36).JPG,True,True,True,4.311925800000608,3486,285,3771,0.0001743,0.000114,0.0002883
com lixo (37).JPG,True,True,True,3.2188163999999233,3486,153,3639,0.0001743,6.120000000000001e-05,0.00023550000000000003
com lixo (38).JPG,True,True,True,3.1375454000008176,3486,134,3620,0.0001743,5.36e-05,0.0002279
com lixo (39).JPG,True,True,True,3.1594030000014754,3486,130,3616,0.0001743,5.2000000000000004e-05,0.00022630000000000003
com lixo (4).JPG,True,False,False,7.542709499997727,3486,529,4015,0.0001743,0.00021160000000000002,0.0003859
com lixo (40).JPG,True,True,True,3.3564226999988023,3486,160,3646,0.0001743,6.400000000000001e-05,0.00023830000000000002
com lixo (41).JPG,True,True,True,10.817403799999738,3486,155,3641,0.0001743,6.2e-05,0.0002363
com lixo (42).JPG,True,True,True,3.9002147000028344,3486,168,3654,0.0001743,6.720000000000001e-05,0.00024150000000000002
com lixo (43).JPG,True,True,True,3.0663337000005413,3486,158,3644,0.0001743,6.32e-05,0.00023750000000000003
com lixo (44).JPG,True,True,True,4.917213900000206,3486,180,3666,0.0001743,7.2e-05,0.0002463
com lixo (45).JPG,True,True,True,3.432661200000439,3486,211,3697,0.0001743,8.44e-05,0.0002587
com lixo (46).JPG,True,True,True,6.047486300001765,3486,154,3640,0.0001743,6.16e-05,0.00023590000000000001
com lixo (47).JPG,True,True,True,3.8614477000010083,3486,200,3686,0.0001743,8e-05,0.0002543
com lixo (48).JPG,True,True,True,3.9859824999984994,3486,218,3704,0.0001743,8.72e-05,0.0002615
com lixo (49).JPG,True,True,True,3.9842450999967696,3486,199,3685,0.0001743,7.960000000000001e-05,0.00025390000000000005
com lixo (5).JPG,True,True,True,5.275457800002187,3486,268,3754,0.0001743,0.0001072,0.0002815
com lixo (6).JPG,True,True,True,3.2381069000002753,3486,170,3656,0.0001743,6.8e-05,0.0002423
com lixo (7).JPG,True,True,True,3.1533161000006658,3486,159,3645,0.0001743,6.36e-05,0.0002379
com lixo (8).JPG,True,False,False,5.21787200000108,3486,424,3910,0.0001743,0.0001696,0.0003439
com lixo (9).JPG,True,True,True,4.289224300002388,3486,272,3758,0.0001743,0.00010880000000000002,0.0002831
sem lixo (1).JPG,False,False,True,5.5076805999997305,3486,122,3608,0.0001743,4.880000000000001e-05,0.0002231
sem lixo (10).JPG,False,False,True,3.8813831000006758,3486,231,3717,0.0001743,9.240000000000001e-05,0.00026670000000000003
sem lixo (11).JPG,False,False,True,6.79398680000304,3486,214,3700,0.0001743,8.560000000000001e-05,0.00025990000000000003
sem lixo (12).JPG,False,False,True,4.051231299999927,3486,250,3736,0.0001743,0.0001,0.0002743
sem lixo (13).JPG,False,False,True,7.5201319999978296,3486,527,4013,0.0001743,0.00021080000000000003,0.00038510000000000004
sem lixo (14).JPG,False,False,True,7.550275499997952,3486,741,4227,0.0001743,0.00029640000000000005,0.00047070000000000006
sem lixo (15).JPG,False,False,True,2.7729771999984223,3486,167,3653,0.0001743,6.680000000000001e-05,0.0002411
sem lixo (16).JPG,False,False,True,3.1114633999968646,3486,171,3657,0.0001743,6.840000000000001e-05,0.00024270000000000002
sem lixo (17).JPG,False,False,True,3.396457900002133,3486,195,3681,0.0001743,7.800000000000001e-05,0.0002523
sem lixo (18).JPG,False,True,False,5.514681199998449,3486,455,3941,0.0001743,0.000182,0.00035630000000000004
sem lixo (19).JPG,False,False,True,6.982101400000829,3486,624,4110,0.0001743,0.0002496,0.0004239
sem lixo (2).JPG,False,False,True,10.378651300001366,3486,233,3719,0.0001743,9.32e-05,0.0002675
sem lixo (20).JPG,False,False,True,4.843379500001902,3486,275,3761,0.0001743,0.00011,0.0002843
sem lixo (21).JPG,False,False,True,3.676426599999104,3486,209,3695,0.0001743,8.360000000000001e-05,0.00025790000000000003
sem lixo (22).JPG,False,False,True,5.488995499999874,3486,244,3730,0.0001743,9.760000000000001e-05,0.00027190000000000005
sem lixo (23).JPG,False,False,True,4.430483300002379,3486,246,3732,0.0001743,9.84e-05,0.0002727
sem lixo (24).JPG,False,False,True,4.426483700000972,3486,206,3692,0.0001743,8.240000000000001e-05,0.0002567
sem lixo (25).JPG,False,False,True,5.10576299999957,3486,176,3662,0.0001743,7.04e-05,0.00024470000000000004
sem lixo (26).JPG,False,False,True,7.227403799999593,3486,248,3734,0.0001743,9.920000000000001e-05,0.00027350000000000003
sem lixo (27).JPG,False,False,True,3.7007754999976896,3486,166,3652,0.0001743,6.64e-05,0.0002407
sem lixo (28).JPG,False,False,True,4.663755599998694,3486,190,3676,0.0001743,7.6e-05,0.0002503
sem lixo (29).JPG,False,False,True,3.36972489999971,3486,147,3633,0.0001743,5.8800000000000006e-05,0.00023310000000000003
sem lixo (3).JPG,False,False,True,3.387735199998133,3486,181,3667,0.0001743,7.240000000000001e-05,0.00024670000000000003
sem lixo (30).JPG,False,False,True,3.6001987000017834,3486,198,3684,0.0001743,7.92e-05,0.00025350000000000004
sem lixo (31).JPG,False,False,True,7.053253499998391,3486,163,3649,0.0001743,6.52e-05,0.00023950000000000002
sem lixo (4).JPG,False,False,True,3.5213722999978927,3486,160,3646,0.0001743,6.400000000000001e-05,0.00023830000000000002
sem lixo (5).JPG,False,False,True,4.783082800000557,3486,265,3751,0.0001743,0.00010600000000000002,0.00028030000000000004
sem lixo (6).JPG,False,True,False,4.273214500000904,3486,291,3777,0.0001743,0.00011640000000000001,0.0002907
sem lixo (7).JPG,False,False,True,4.4137326999989455,3486,355,3841,0.0001743,0.000142,0.00031630000000000004
sem lixo (8).JPG,False,False,True,2.949819400000706,3486,200,3686,0.0001743,8e-05,0.0002543
sem lixo (9).JPG,False,False,True,3.8320712000022468,3486,173,3659,0.0001743,6.92e-05,0.0002435
