imagem,esperado,predito,correto,tempo,input_tokens,output_tokens,total_tokens,preco_input,preco_output,preco_total
com lixo (24).JPG,True,False,False,3.6939906000006886,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (25).JPG,True,True,True,3.629968599998392,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (26).JPG,True,True,True,3.943764600000577,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (27).JPG,True,True,True,3.5643061000009766,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (28).JPG,True,True,True,3.4622933999999077,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (29).JPG,True,False,False,5.335220699998899,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (3).JPG,True,False,False,3.8159550999989733,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (30).JPG,True,True,True,3.6244824000023073,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (31).JPG,True,True,True,6.59089479999966,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (32).JPG,True,True,True,5.066897500000778,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (33).JPG,True,True,True,4.283288599999651,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (34).JPG,True,True,True,4.3558478000013565,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (35).JPG,True,True,True,3.798430200000439,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (36).JPG,True,True,True,5.982853800000157,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (37).JPG,True,True,True,4.233998399999109,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (38).JPG,True,True,True,5.694272900000215,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (39).JPG,True,True,True,3.793297899999743,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (4).JPG,True,False,False,4.612581500001397,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (40).JPG,True,True,True,3.6780751000005694,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (41).JPG,True,True,True,4.570367799999076,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (42).JPG,True,True,True,4.451601100001426,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (43).JPG,True,True,True,3.6972869000019273,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (44).JPG,True,True,True,3.582040600002074,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (45).JPG,True,True,True,4.216317700000218,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (46).JPG,True,True,True,4.272940400001971,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (47).JPG,True,True,True,5.054038000002038,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (48).JPG,True,True,True,3.9838509000001068,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (49).JPG,True,True,True,4.47469590000037,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (5).JPG,True,True,True,4.769651300000987,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (6).JPG,True,True,True,3.805085700001655,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (7).JPG,True,True,True,4.775838400000794,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (8).JPG,True,False,False,4.104024300002493,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
com lixo (9).JPG,True,True,True,3.3131291000026977,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (1).JPG,False,False,True,4.756201799998962,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (10).JPG,False,False,True,3.691789799999242,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (11).JPG,False,False,True,3.255703700000595,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (12).JPG,False,False,True,6.1026342999975896,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (13).JPG,False,False,True,3.1983653999996022,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (14).JPG,False,False,True,4.503722800000105,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (15).JPG,False,False,True,3.1121616999989783,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (16).JPG,False,False,True,4.295440800000506,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (17).JPG,False,False,True,4.539450600001146,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (18).JPG,False,False,True,5.8688791999993555,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (19).JPG,False,False,True,5.21632359999785,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (2).JPG,False,False,True,5.4352696999994805,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (20).JPG,False,False,True,3.7297044999977516,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (21).JPG,False,False,True,4.334106899998005,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (22).JPG,False,False,True,3.932204600001569,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (23).JPG,False,False,True,3.8427359999986948,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (24).JPG,False,False,True,4.524597100000392,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (25).JPG,False,False,True,4.6224928999981785,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (26).JPG,False,False,True,6.276444700000866,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (27).JPG,False,False,True,3.979987099999562,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (28).JPG,False,False,True,4.51599079999869,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (29).JPG,False,False,True,4.003403599999729,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (3).JPG,False,False,True,10.449743400000443,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (30).JPG,False,False,True,4.218835799998487,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (31).JPG,False,False,True,4.333408700000291,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (4).JPG,False,False,True,3.5197235999985423,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (5).JPG,False,False,True,3.452784699999029,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (6).JPG,False,False,True,5.572281199998542,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (7).JPG,False,False,True,3.24317610000071,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (8).JPG,False,False,True,4.345920099996874,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
sem lixo (9).JPG,False,False,True,3.9367880999998306,2475,2,2477,0.00099,3.2000000000000003e-06,0.0009932
