imagem,esperado,predito,correto,tempo,input_tokens,output_tokens,total_tokens,preco_input,preco_output,preco_total
sem lixo (26).JPG,False,False,True,5.649666000001162,2795,254,3049,0.0006987499999999999,0.000508,0.00120675
sem lixo (27).JPG,False,False,True,3.1349334999977145,2795,129,2924,0.0006987499999999999,0.000258,0.0009567499999999999
sem lixo (28).JPG,False,False,True,3.900653599997895,2795,154,2949,0.0006987499999999999,0.000308,0.0010067499999999998
sem lixo (29).JPG,False,False,True,8.708803100002115,2795,140,2935,0.0006987499999999999,0.00028,0.00097875
sem lixo (3).JPG,False,False,True,2.9913919999999052,2795,121,2916,0.0006987499999999999,0.000242,0.00094075
sem lixo (30).JPG,False,False,True,3.354151500003354,2795,130,2925,0.0006987499999999999,0.00026,0.00095875
sem lixo (31).JPG,False,False,True,4.298636499999702,2795,183,2978,0.0006987499999999999,0.000366,0.00106475
sem lixo (4).JPG,False,False,True,3.348880300000019,2795,164,2959,0.0006987499999999999,0.000328,0.0010267499999999999
sem lixo (5).JPG,False,False,True,3.2292154999995546,2795,151,2946,0.0006987499999999999,0.00030199999999999997,0.00100075
sem lixo (6).JPG,False,False,True,3.533563299999514,2795,210,3005,0.0006987499999999999,0.00041999999999999996,0.00111875
sem lixo (7).JPG,False,False,True,5.790530999998737,2795,156,2951,0.0006987499999999999,0.000312,0.00101075
sem lixo (8).JPG,False,False,True,2.9905163000003085,2795,162,2957,0.0006987499999999999,0.00032399999999999996,0.0010227499999999998
sem lixo (9).JPG,False,False,True,4.77496869999959,2795,245,3040,0.0006987499999999999,0.00049,0.00118875
