image,expected,detected,prediction,confidence,inference_time,correct
sem lixo (16).JPG,sem lixo,False,sem lixo,0.0,1.171778500000073,True
sem lixo (17).JPG,sem lixo,False,sem lixo,0.0,1.1588515999992524,True
sem lixo (18).JPG,sem lixo,False,sem lixo,0.0,1.157066699999632,True
sem lixo (19).JPG,sem lixo,False,sem lixo,0.0,1.4974486000010074,True
sem lixo (2).JPG,sem lixo,False,sem lixo,0.0,1.434806600000229,True
sem lixo (20).JPG,sem lixo,False,sem lixo,0.0,1.9738417000007757,True
sem lixo (21).JPG,sem lixo,False,sem lixo,0.0,1.4604823000008764,True
sem lixo (22).JPG,sem lixo,True,com lixo,0.9111751914024353,1.743403299999045,False
sem lixo (23).JPG,sem lixo,False,sem lixo,0.0,1.705967399999281,True
sem lixo (24).JPG,sem lixo,False,sem lixo,0.0,1.2014435000000958,True
sem lixo (25).JPG,sem lixo,False,sem lixo,0.0,1.609463599999799,True
sem lixo (26).JPG,sem lixo,False,sem lixo,0.0,1.2372764000010648,True
sem lixo (27).JPG,sem lixo,False,sem lixo,0.0,1.1561140000012529,True
sem lixo (28).JPG,sem lixo,False,sem lixo,0.0,1.2212971999997535,True
sem lixo (29).JPG,sem lixo,False,sem lixo,0.0,1.2969556999996712,True
sem lixo (3).JPG,sem lixo,False,sem lixo,0.0,1.572414199999912,True
sem lixo (30).JPG,sem lixo,False,sem lixo,0.0,1.4220249000009062,True
sem lixo (31).JPG,sem lixo,False,sem lixo,0.0,1.2816697000016575,True
sem lixo (4).JPG,sem lixo,False,sem lixo,0.0,1.4011296999997285,True
sem lixo (5).JPG,sem lixo,False,sem lixo,0.0,1.616832899999281,True
sem lixo (6).JPG,sem lixo,False,sem lixo,0.0,2.0390057000004163,True
sem lixo (7).JPG,sem lixo,False,sem lixo,0.0,1.5213690000000497,True
sem lixo (8).JPG,sem lixo,False,sem lixo,0.0,1.5472434000002977,True
sem lixo (9).JPG,sem lixo,False,sem lixo,0.0,1.3987637999998697,True
