imagem,esperado,predito,correto,tempo,input_tokens,output_tokens,total_tokens,preco_input,preco_output,preco_total
com lixo (47).JPG,True,True,True,3.012878500001534,2795,5,2800,0.000559,6.25e-06,0.00056525
com lixo (48).JPG,True,True,True,9.193020900002011,2795,5,2800,0.000559,6.25e-06,0.00056525
com lixo (49).JPG,True,True,True,3.267253599999094,2795,5,2800,0.000559,6.25e-06,0.00056525
com lixo (5).JPG,True,True,True,5.132229600003484,2795,5,2800,0.000559,6.25e-06,0.00056525
com lixo (6).JPG,True,True,True,3.3967446999995445,2795,5,2800,0.000559,6.25e-06,0.00056525
com lixo (7).JPG,True,True,True,2.9527828999998746,2795,5,2800,0.000559,6.25e-06,0.00056525
com lixo (8).JPG,True,True,True,5.235590000000229,2795,5,2800,0.000559,6.25e-06,0.00056525
com lixo (9).JPG,True,True,True,3.155615100000432,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (1).JPG,False,False,True,3.4179869999970833,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (10).JPG,False,True,False,2.6724064000009093,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (11).JPG,False,True,False,2.619932900001004,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (12).JPG,False,True,False,2.7000909999987925,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (13).JPG,False,False,True,2.654366499999014,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (14).JPG,False,True,False,2.7381332000004477,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (15).JPG,False,False,True,3.175971500000742,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (16).JPG,False,False,True,2.5657995999972627,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (17).JPG,False,True,False,3.234637000001385,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (18).JPG,False,True,False,2.262590900001669,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (19).JPG,False,True,False,3.6821216000025743,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (2).JPG,False,False,True,2.983575499998551,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (20).JPG,False,False,True,2.26732389999961,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (21).JPG,False,False,True,2.7773837000022468,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (22).JPG,False,False,True,2.5337991999986116,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (23).JPG,False,True,False,2.3594302000019525,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (24).JPG,False,False,True,3.420586500000354,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (25).JPG,False,True,False,2.6653979000002437,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (26).JPG,False,True,False,4.727181599999312,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (27).JPG,False,True,False,2.785094200000458,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (28).JPG,False,False,True,2.8962971000000834,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (29).JPG,False,True,False,2.8244109000006574,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (3).JPG,False,False,True,2.891744500000641,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (30).JPG,False,False,True,3.0367084000026807,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (31).JPG,False,True,False,3.0672888000008243,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (4).JPG,False,False,True,2.6682464000004984,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (5).JPG,False,False,True,2.415383399998973,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (6).JPG,False,False,True,2.9750692999987223,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (7).JPG,False,False,True,2.7520977999993192,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (8).JPG,False,False,True,2.3527981999977783,2795,5,2800,0.000559,6.25e-06,0.00056525
sem lixo (9).JPG,False,True,False,3.3071789999994508,2795,5,2800,0.000559,6.25e-06,0.00056525
